product,price,link
PowerColor Radeon R7 240 2GB GDDR5,"299,00 zł",https://www.x-kom.pl/p/1049338-karta-graficzna-amd-powercolor-radeon-r7-240-2gb-gddr5.html
ASUS GeForce GT 730 2GB GDDR5,"439,00 zł",https://www.x-kom.pl/p/717506-karta-graficzna-nvidia-asus-geforce-gt-730-2gb-gddr5.html
MSI GeForce RTX 3050 VENTUS 2X 8GB GDDR6,"1 439,00 zł",https://www.x-kom.pl/p/717088-karta-graficzna-nvidia-msi-geforce-rtx-3050-ventus-2x-8gb-gddr6.html
MSI GeForce RTX 3050 VENTUS 2X OC 8GB GDDR6,"1 579,00 zł",https://www.x-kom.pl/p/715690-karta-graficzna-nvidia-msi-geforce-rtx-3050-ventus-2x-oc-8gb-gddr6.html
MSI Radeon RX 6500 XT MECH 2X OC 4GB GDDR6,"969,00 zł",https://www.x-kom.pl/p/714992-karta-graficzna-amd-msi-radeon-rx-6500-xt-mech-2x-oc-4gb-gddr6.html
Zotac GeForce RTX 3060 Ti AMP White 8GB GDDR6,"2 699,00 zł",https://www.x-kom.pl/p/686242-karta-graficzna-nvidia-zotac-geforce-rtx-3060-ti-amp-white-8gb-gddr6.html
Gigabyte GeForce GT 730 2GB DDR3,"399,00 zł",https://www.x-kom.pl/p/674902-karta-graficzna-nvidia-gigabyte-geforce-gt-730-2gb-ddr3.html
Gigabyte GeForce RTX 3070 EAGLE LHR 8GB GDDR6,"2 879,00 zł",https://www.x-kom.pl/p/668688-karta-graficzna-nvidia-gigabyte-geforce-rtx-3070-eagle-lhr-8gb-gddr6.html
Zotac GeForce RTX 3070 Gaming Twin Edge OC LHR 8GB GDDR6,"3 199,00 zł",https://www.x-kom.pl/p/661597-karta-graficzna-nvidia-zotac-geforce-rtx-3070-gaming-twin-edge-oc-lhr-8gb-gddr6.html
MSI GeForce RTX 3060 Ti VENTUS 3X OC LHR 8GB GDDR6,"2 579,00 zł",https://www.x-kom.pl/p/659817-karta-graficzna-nvidia-msi-geforce-rtx-3060-ti-ventus-3x-oc-lhr-8gb-gddr6.html
Gainward GeForce RTX 3070 Ti Phoenix 8GB GDDR6X,"3 299,00 zł",https://www.x-kom.pl/p/658544-karta-graficzna-nvidia-gainward-geforce-rtx-3070-ti-phoenix-8gb-gddr6x.html
